main_category,title,features,description,categories,details,parent_asin
All Electronics,AT&T 1200 Minute Prepaid Phone Card (Calling Card),"['Orders placed after 10 am Pacific Time will be processed and sent out the next business day.', ""Upon confirmation of your payment being received we will promptly ship your phone card via the USPS. Don't want to wait for your card to come in the mail? Tell us that you want your PIN and dialing instructions instead."", 'You are purchasing one (1) new AT&T 1200 prepaid phone card.', '100% Phone Card Guarantee', '.']","[""Terms and Conditions: By using this prepaid phone card, you consent to the terms, conditions, rates and charges. Minute value applies to U.S. domestic calls only, International rates are higher. A surcharge not to exceed 35 minutes applies to pay phone calls, some of which compensates pay phone providers. One minute billing increments and partial minutes used are billed as full minutes. Rates may be higher for calls to/from mobile phones. Recharge minutes may have different rates. Card value expires 365 days after activation, recharge, or last use. Card can't be used for toll-free calls, calls for paid services with premium charges or for operated-handled calls. Directory Assistance rates are higher than U.S. domestic rates. Service provider makes no warranties and its liability is limited per service guide. Any disputes arising from purchase or use of this card are settled by arbitration.  Card may be terminated without notice if fraud is suspected.""]","['Electronics', 'Accessories & Supplies', 'Telephone Accessories', 'Phone Cards']","{'Package Dimensions': '7 x 3.4 x 0.1 inches', 'Item Weight': '0.634 ounces', 'Best Sellers Rank': {'Calling Cards': 7}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'January 10, 2012', 'Manufacturer': 'A T & T'}",B006VYHZ2A
Home Audio & Theater,"30 Foot RCA Cable Pair - Gotham GAC-4/1 (Black) Star-Quad Audio Interconnect Cable with Amphenol ACPL Black Chrome Body, Gold Plated RCA Connectors - Directional","['Gotham GAC-4/1, Star-Quad LCOF Copper cable sports extensive shielding (2x100% coverage LCOF Copper shields) , by far the best shielded quad cable in the market . Boasts RF-rejection of over 130dB (25 kHz), & ideal for even very long cable runs.', ""Gotham AG - Switzerland (est. 1976) is the 1st cabling choice of most Audio Engineers & Manufacturers (e.g.: Neumann Mics). Dubbed 'the most Silent' cables in the industry; exclusively manufactured in Europe using Linear Crystal Oxygen Free (LCOF) Copper."", 'The brand of connector we used for this custom cable assembly: Amphenol ACPL RCA/Phono plugs with Black chrome body are high-end, professional-grade RCA connectors. Gold plated Brass contacts enhance conductivity. Insulation prevents any shorting inside. Colored rubber flexible grommet grants best strain relief.', 'All our bespoke cables are professionally soldered using WORLDS BEST CABLES proprietary 4% silver solder blend & a nitrogen-assisted soldering process unique to us, exceeding industry standards, improves integrity of solder joints over traditional methods.', 'These are custom made cables lovingly assembled by WORLDS BEST CABLES, we offer the largest array of custom built cables in the market, we carry all the major cable and connector brands. We have served millions of customers with quality assemblies for many years - This sale is for a pair of cables, each cable is 30 Foot long (2 cables for left and right channels).']","['Custom Made – 30 Foot - RCA cable pair made using Gotham GAC-4/1 (Black), Ultra-flexible, Star-Quad, 4-Conductor, Dual-Shielded, Audio Interconnect cable, terminated with Amphenol ACPL - Black Chrome Body, Gold Plated RCA Connectors (Black and Red color boots) (this sale is for a pair of cables for left and right channels, each cable is 30 Foot long). IMPORTANT: The Star-Quad design of the cable together with our Directional Topography reduces EMI noises to a point of non-existence (please refer to the images for further technical details).']","['Electronics', 'Television & Video', 'Accessories', 'Cables', 'RCA']","{'Brand': 'WORLDS BEST CABLES', 'Connector Type': 'RCA', 'Cable Type': 'Composite', 'Color': 'Black', 'Connector Gender': 'Male-to-Male', 'Data Transfer Rate': '25 KHz', 'Unit Count': '1 Count', 'Package Type': 'Standard Packaging', 'Package Dimensions': '10.98 x 8.58 x 3.46 inches', 'Item Weight': '1.93 pounds', 'Manufacturer': 'GOTHAM, AMPHENOL', 'Country of Origin': 'Switzerland', 'Best Sellers Rank': {'Electronics': 275323, 'RCA Cables': 3563}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'July 7, 2016'}",B07FR6VFY7
Amazon Devices,"Fire HD 8 Tablet (8"" HD Display, 16 GB) - Black (Previous Generation - 8th)","['8"" HD display; 16 or 32 GB of internal storage (up to 400 GB with microSD)', '1.3 GHz quad-core processor', 'Up to 10 hours of battery life', 'Hands-free with Alexa, including on/off toggle', '1.5 GB of RAM', '2 MP front-facing camera + 2 MP rear-facing HD camera', 'Dual-band Wi-Fi', '90-day limited warranty', 'Enjoy millions of movies, TV episodes, songs, books, apps, and games']",[],[],{},B07F4P3JH7
Computers,"Replacement Charger for MacBook Pro, 61W USB-C Air Charger Power Adapter for Mac Book Pro 12 inch 13 inch 2018-2020, MacBook Air 2018-2020 13 inch, iPad Pro 12.9 11 and Other USB C Devices","['【61W Fast Charging】The charger for MacBook pro can fully charge most USB-C laptops in just 2 hours. You can also use this charger instead of a 30W charger to charge your Pad Pro 2020/2018, Pad Pro 11 inch and other USB-C phones.', '【Universal Compatibility】61W USB C fast charger compatible with Macbook pro 13 inch 2016/2017/2018/2019,for MacBook Pro 13inch M1 2020;for Macbook Air 13in 2018/2019/2020,for MacBook Air 13in M1,2020;for Macbook12 inch 2015/2016/2017/2018; for iPad Pro 11-inch/12.9-inch 2018/2020, Switch and any other USB C laptop/tablet/phone Devices', '【Full Safety Protection】Our USB-C MAC charger is made of flame-retardant materials to ensure excellent performance and safety. The charger Built-in smart clip protection device ensures safe charging and provides overload/short circuit/overheat protection for your equipment without worrying about damaging functional devices.', '【Charging & Transferring Data】Whether in the office/home/travel/outdoors, this 61W charger provides a 2-meter USB C to C cable, which is very suitable for powering USB C devices and synchronizing data. This USB C charger can automatically recognize the device and provide the fastest The most effective output.', '【What You Get】1* 61W USB C charger, 1*Manual,1*6.56 ft USB C to C cable. Within 30 Days Refund, 12 Months Warranty.']",[],"['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Chargers & Adapters']","{'Brand': 'Blawhi', 'Item model number': 'PD-61W', 'Hardware Platform': 'Nintendo Switch', 'Item Weight': '9.1 ounces', 'Product Dimensions': '3.8 x 4.5 x 1.5 inches', 'Item Dimensions  LxWxH': '3.8 x 4.5 x 1.5 inches', 'Power Source': 'Corded Electric', 'Manufacturer': 'SZYLWYKJYXGS', 'Date First Available': 'June 13, 2021', 'Best Sellers Rank': {'Computers & Accessories': 53562, 'Laptop Chargers & Adapters': 6867}, 'Connectivity Technology': 'Usb', 'Connector Type': 'USB Type C', 'Compatible Devices': 'MacBook Pro 16 inch, MacBook Pro 15 inch, MacBook Pro 13 inch, MacBook Air 13 inch, MacBook 12 inch, 2018/2020 iPad Pro 12.9, iPad Pro 11, New iPad Air 4, Samsung Galaxy, Google Pixel, LG, Motorola, Any USB C Device, Laptops, Cameras, Smartwatches, Laptops, Headphones, Tablets, Cellular Phones, Game ConsolesMacBook Pro 16 inch, MacBook Pro 15 inch, MacBook Pro 13 inch, MacBook Air 13 inch, MacBook 12 inch, 2018/2020 iPad Pro 12.9, iPad Pro 11, New iPad Ai…  See more', 'Compatible Phone Models': 'Samsung Galaxy S8', 'Special Feature': 'Fast Charger,Travel', 'Input Voltage': '240 Volts', 'Mounting Type': 'Wall Mount', 'Wattage': '61 watts', 'Specification Met': 'CE, UL, FCC, RoHS'}",B0976723XG
Camera & Photo,SENDY 7x5ft Feliz Cumpleaños Backdrop Mexican Fiesta Happy Birthday Party Decorations Supplies Cactus Balloons Mexico Cinco De Mayo Carnival Bday Cake Table Banner Photography Background Photo Props,"['【Size】:7ftx5ft (2.1m width x1.5m height)', '【Material】:Thin Vinyl Professional Photography Cloth with high resolution digital printing, eye-catching details, true-to-life colors, and no pockets.', '【Features】:Thin,light weight,no reflection,easy to carry,cannot be washed.', '【Warm Tips】:1.Only Backdrop included,no stand.2.Item will be sent by folded,If necessary,please iron the back side with low temperature to remove the wrinkle.', '【Work for】: Photography photo studio,celebration,home decorations,curtain and so on.This photography background can be used as party supplies(wedding,holiday, baptism,newborn,birthday,baby shower,festivals,graduation and artistic portrait,retirement,etc)']","['◆ About Creases◆ 1. In order to facilitate transportation and packaging, the products are all folded and packaged uniformly, which may cause creases, but does not affect the use，please purchase carefully. Here are ways to reduce wrinkles: 1. please iron the back side (not the image side) with low temperature to easily reduce the wrinkle. To avoid possible steam damage, place a layer of dry cloth between the backdrop and the iron. 2.Roll it up tightly with a cylinder, and waiting for 3-4 days. ◆Features◆ Light weight and durable,no reflection,easy to carry,cannot be washed. ◆Custom Service◆ Contact us before payment. Send the custom information by Amazon Message (Size, Words, Color or any parts to change). We have tens of thousands of original designed picture. Welcome everyone to customize backdrop! ◆Warm Tips◆ 1.Only Backdrop included,no stand and background clip. 2.Due to the different color calibration of different screens, slight color difference is normal.']","['Electronics', 'Camera & Photo', 'Lighting & Studio', 'Photo Studio', 'Backgrounds']","{'Product Dimensions': '84 x 60 x 0.01 inches', 'Item Weight': '11.7 ounces', 'Item model number': 'GD14401', 'Best Sellers Rank': {'Photographic Studio Photo Backgrounds': 3678}, 'Date First Available': 'May 14, 2022', 'Manufacturer': 'SENDY', 'Country of Origin': 'China', 'Color': 'Multicolor', 'Size': '7x5ft', 'Brand': 'Sendy', 'Occasion': 'Cinco de Mayo', 'Product Care Instructions': 'Dry Cloth,Iron'}",B0B8GSL376
All Electronics,"CAVN Woven Bands Compatible with Fitbit Versa 2 / Versa/Versa Lite, Fabric Bands for Women Men Breathable Replacement Strap Bracelet Wristband Band (Large (6.5""-8.5""), Black&White)","['Compatible Models: Compatible with Versa 2, Versa, Versa Lite Edition Watch, breathable bands for women men in small (5.5""-7.5"") and large size (6.5""-8.5"").', ""Great Looking and Comfortable: this versa 2 band is made of durable and woven fabric, so it doesn't cause your arm to sweat."", 'Easy to Put on and Remove: these versa bands is designed with stainless steel buckle, you may adjust it to fit your wrist well.', 'Washable Bands: You may clean this woven band with non-bleach cleaners, soapy water is recommended.', 'Package Including 1 Pack replacement woven band for Versa / Versa 2 / Versa Lite Smart Watch. Note: the watch is not included.']",[],"['Electronics', 'Wearable Technology', 'Arm & Wristband Accessories']","{'Product Dimensions': '3.15 x 1.18 x 0.39 inches', 'Item Weight': '0.774 ounces', 'Item model number': 'SSC0266-W', 'Best Sellers Rank': {'Electronics': 225454, 'Smart Arm & Wristband Accessories': 8647}, 'Date First Available': 'November 16, 2019', 'Manufacturer': 'CAVN'}",B083WCDNST
Amazon Home,"Woven Workz Manchester Throw, Merlot","['90% Acrylic/ 10% Polyester', 'Imported', 'Plaid throw', 'Light weight', 'Soft', 'Boucle', 'Fringe']","['021-048 Color: Merlot Features: -Manchester woven throw.-Material: 90pct acrylic 10pct polyester.-Textured, plaid-patterned, hand-knotted fringe afghan.-Machine wash gentle fluff dry. Options: -Available in several colors.']","['Electronics', 'Camera & Photo', 'Lighting & Studio', 'Photo Studio', 'Storage & Presentation Materials']","{'Package Dimensions': '12.1 x 9.8 x 4.6 inches', 'Item Weight': '1.65 pounds', 'Manufacturer': 'Woven Workz', 'Item model number': 'MANCHESTER MERLOT 021-048', 'Fabric Type': '90% Acrylic/ 10% Polyester', 'Import': 'Imported'}",B004EBUVZK
Computers,"Ingooood Wooden Jigsaw Puzzle - Zodiac Horoscope - Unique Shape Jigsaw Pieces Best Gift for Adults, 7.8x7.8 inches,104 Pieces",[],[],[],"{'Package Dimensions': '8.19 x 6.46 x 1.93 inches', 'Item Weight': '8.4 ounces', 'Manufacturer': 'Ingooood', 'Date First Available': 'December 14, 2020'}",B08QHF495C
Computers,Yoga Frog Sticker,[],"['Yoga Frog Sticker 4x4""']","['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Skins & Decals']","{'Brand': 'Vinyl Junkie Graphics', 'Age Range (Description)': 'Teen', 'Reusability': 'Single Use', 'Pattern': 'Cartoon', 'Shape': 'Irregular', 'Unit Count': '1 Count', 'Team Name': 'Yoga', 'League': 'ncaa', 'Manufacturer': 'vinyl junkie graphics', 'Best Sellers Rank': {'Computers & Accessories': 12069, 'Sports Fan Computer Accessories': 84, 'Laptop Skins & Decals': 3373}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'December 20, 2018'}",B07M95WPYV
Home Audio & Theater,"C2G 26947 DVI-I M/M Single Link Digital/Analog Video Cable, Black (9.8 Feet, 3 Meters)","['USE – Connect a DVI-I port on your PC to a DVI-I enabled computer, monitor, projector or a TV, for resolutions up to 1600 X 1200 pixels *Note- DVI-I and DVI-D are not interchangeable connections.', 'MOLDED GOLD-PLATED CONNECTORS –Corrosion resistant connectors provide optimal video signal transfer and a durable, long life. Molded jacket will provide excellent strain relief against conductor damage', 'TRIPLE SHIELDED UNDERMOLD AND BRAID SHIELD – Prevents and protects the cable from unwanted noise interference and individually insulated conductors help to minimize crosstalk, and ensure high speed, error-free transmission', 'SLOTTED, TEXTURED THUMBSCREWS – Allows you to use a flathead screwdriver in tight spaces to install or remove this cable and prevents the cable from accidently disconnecting from the port', 'PACKAGING – To ensure you receive the highest quality products C2G packages all product in C2G branded packaging']","['High performance cable connects PCs to flat panel displays, digital CRT displays, and projectors']","['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Accessories', 'Cables & Interconnects', 'DVI']","{'Brand': 'C2G', 'Connector Type': 'DVI', 'Cable Type': 'DVI', 'Compatible Devices': 'Projector, Monitor, Television, Personal Computer', 'Color': 'Black', 'Connector Gender': 'Male-to-Male', 'Unit Count': '1 Count', 'Item Weight': '13.6 ounces', 'Number of Items': '1', 'Product Dimensions': '7 x 7 x 1 inches', 'Manufacturer': 'C2G', 'Language': 'English', 'Item model number': '26947', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'April 13, 2003'}",B000095ISL
